0,0,0,0,0,0,0,0,0,0,0
0.00003333333333,-0.33333,0.00333,0.00036,0.00018,0.00009,0.31667,0.01000,0.00152,0.00076,0.00038
0.0006000001,0.00033,-0.20000,0.00133,0.00067,0.00033,0.00033,0.19000,0.00366,0.00183,0.00091
0.0008,0.00267,0.00133,-0.20000,0.00133,0.00267,0.00007,0.00013,0.19000,0.00067,0.00033
0.0009,0.00000,0.00000,0.00000,-0.20000,0.00108,0.00000,0.00000,0.00002,0.19000,0.00800
0.006,0.00000,0.00000,0.00000,0.00178,-0.20000,0.00000,0.00002,0.00020,0.00200,0.19000
0.0005,0.15000,0.30000,0.00500,0.00000,0.00000,-0.50000,0.03500,0.00500,0.00250,0.00200
0.01351111111,0.00036,0.88889,2.31111,0.00036,0.00004,0.00036,-3.55556,0.28444,0.05614,0.00036
0.0624,0.00053,0.00533,1.06667,3.73333,0.05333,0.00107,0.01067,-5.33333,0.26667,0.13333
0.390232,0.00008,0.00080,0.00800,1.20000,6.00000,0.00001,0.00008,0.00080,-8.00000,0.40000
9.6,0.00000,0.00000,0.00012,0.00120,1.20000,0.00000,0.00000,0.11868,1.08000,-12.00000
